id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
ed0e7f9b753b4011,I hate you and your code is trash.,1,0,0,0,1,0
5ccb165168c8420f,"I found a bug in the code, please check.",0,0,0,0,0,0
f69f90737d824946,I hate you and your code is trash.,1,0,1,0,1,0
aadfbd10fa1343ea,Can you review my pull request?,0,0,0,0,0,0
cc14429490a34a9b,This approach seems promising.,0,0,0,0,0,0
71fb5f912d5c4099,Can you review my pull request?,0,0,0,0,0,0
da8289891b8a4b87,This approach seems promising.,0,0,0,0,0,0
8da0f4cb56584071,This approach seems promising.,0,0,0,0,0,0
8e4c0be71d144c74,You're the worst programmer ever.,1,0,0,0,1,0
d033ef6d31364a74,You are stupid and an idiot.,1,0,1,0,1,0
a75579ab430d4f87,Go kill yourself.,1,0,0,1,1,0
17726879a942403f,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
4f8c7075cc9441ba,This approach seems promising.,0,0,0,0,0,0
3db34c6a5722471c,Here is the updated README with instructions.,0,0,0,0,0,0
057d9f81eb214f5f,When is the next deployment scheduled?,0,0,0,0,0,0
839e6a5f6f214778,You are stupid and an idiot.,1,0,0,0,0,0
7134cc9f357240a2,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
81483e23c1a4447b,This project is garbage.,1,0,0,0,1,0
0bc877c3fe064e40,"I like the new design, looks clean.",0,0,0,0,0,0
9c5b838cd9b04e01,Here is the updated README with instructions.,0,0,0,0,0,0
bef15b97003b43bd,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
12328c3d8ce5472c,Here is the updated README with instructions.,0,0,0,0,0,0
9d9203f5ac184eb6,Go kill yourself.,1,0,0,1,1,0
47fdf12176e64ec5,This approach seems promising.,0,0,0,0,0,0
d9fa6c7830e54799,Here is the updated README with instructions.,0,0,0,0,0,0
ddc31f685d5b4a2a,I hate you and your code is trash.,1,0,1,0,1,0
bbe606c37ff14053,Can someone explain this algorithm?,0,0,0,0,0,0
c19ba3edca974350,"Get lost, you don't belong here.",1,0,0,0,1,0
a694e97884be4dd0,When is the next deployment scheduled?,0,0,0,0,0,0
6dfae03fd388487c,"Get lost, you don't belong here.",1,0,0,1,1,0
dfbe2580bb734c5b,This project is garbage.,1,0,0,0,1,0
7bf357a3cf0e4eda,When is the next deployment scheduled?,0,0,0,0,0,0
dd2ffc1b1f2d4c81,When is the next deployment scheduled?,0,0,0,0,0,0
130eca33c9074686,You're the worst programmer ever.,1,0,0,0,1,0
a63fb13e572c4cdd,"Shut up, you fool.",1,0,1,0,1,0
61491e72aeca48af,This project is garbage.,1,0,0,0,1,0
1cba360282ce4a40,This project is garbage.,1,0,0,0,1,0
6b39bfdb364e4a3c,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
6fdf595fb902435c,When is the next deployment scheduled?,0,0,0,0,0,0
aedd2dd86d2746cf,"I found a bug in the code, please check.",0,0,0,0,0,0
0d920f40dd2b4342,This approach seems promising.,0,0,0,0,0,0
0d07b22137cc4ee7,No one wants you on the team.,1,0,0,0,1,0
d4f2d64aad494f03,When is the next deployment scheduled?,0,0,0,0,0,0
ea15a718b5ab45c0,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
3800214d28034165,I hate you and your code is trash.,1,0,0,0,1,0
abd43ca51aac4abe,This project is garbage.,1,0,0,0,1,0
ea7d119ddfae42f8,"I like the new design, looks clean.",0,0,0,0,0,0
a89ed9a304664db2,Here is the updated README with instructions.,0,0,0,0,0,0
f911142ef9324418,You're the worst programmer ever.,1,0,0,0,1,0
3387aba66d8b481d,No one wants you on the team.,1,0,0,0,1,0
cc66e56f919040b9,This approach seems promising.,0,0,0,0,0,0
65631700387d4ad2,Go kill yourself.,1,1,0,1,1,0
d15c3536220a470c,This approach seems promising.,0,0,0,0,0,0
8d6f4d3c919845ce,Can someone explain this algorithm?,0,0,0,0,0,0
9600edc8f28f4147,Great work on the UI update.,0,0,0,0,0,0
27d71269cf244b63,You are stupid and an idiot.,1,0,0,0,1,0
5e239b52e24d413d,When is the next deployment scheduled?,0,0,0,0,0,0
90a5caa8db4e46df,You're a loser and a failure.,1,0,0,0,1,0
8f84ef56f58f45c3,"I found a bug in the code, please check.",0,0,0,0,0,0
4442d1b289e8407e,Can someone explain this algorithm?,0,0,0,0,0,0
843a3762451b4116,Here is the updated README with instructions.,0,0,0,0,0,0
76b1490e898b4146,You're a loser and a failure.,1,0,0,0,1,0
33397e1fde01456b,"Get lost, you don't belong here.",1,0,0,0,1,0
4f60f6e7da16438b,Go kill yourself.,1,0,0,1,1,0
63ac92795e39473d,You're a loser and a failure.,1,0,0,0,1,0
645ce8daec2446c0,"I found a bug in the code, please check.",0,0,0,0,0,0
8dc66cfbdc6440a9,Can someone explain this algorithm?,0,0,0,0,0,0
2366d07b1e3c4459,Can you review my pull request?,0,0,0,0,0,0
6c12ec5e60f34063,What a pathetic excuse for a developer.,1,1,0,0,1,0
003b9e4b88f046ce,When is the next deployment scheduled?,0,0,0,0,0,0
8d167cc6fb19433d,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
422d6dbd90fc4a1e,Great work on the UI update.,0,0,0,0,0,0
528ee506108e401e,You are stupid and an idiot.,1,0,1,0,1,0
28d0535a60bb4cef,"I like the new design, looks clean.",0,0,0,0,0,0
2011e12431724f0d,I hate you and your code is trash.,1,0,1,0,1,0
b16d63a266ff42a8,Can someone explain this algorithm?,0,0,0,0,0,0
2b21aac0cbba4494,"I found a bug in the code, please check.",0,0,0,0,0,0
9961f95507b648f8,Here is the updated README with instructions.,0,0,0,0,0,0
485a27bd35eb4e5d,You're the worst programmer ever.,1,0,0,0,1,0
d17f4906014345f1,Here is the updated README with instructions.,0,0,0,0,0,0
9ea4ebf29cff4fab,Here is the updated README with instructions.,0,0,0,0,0,0
3cc5dabb3ddb4610,"I like the new design, looks clean.",0,0,0,0,0,0
51805b7518b849e9,You are stupid and an idiot.,1,0,0,0,1,0
06ea315efde748a2,"I found a bug in the code, please check.",0,0,0,0,0,0
1d4b8dc581b74a0d,Can you review my pull request?,0,0,0,0,0,0
b79e2ef3001848a2,Go kill yourself.,1,0,0,1,1,0
d7fc1aca4d0241a2,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
5066693ea6e84077,Can you review my pull request?,0,0,0,0,0,0
057b780886b6479e,Here is the updated README with instructions.,0,0,0,0,0,0
2f587444e6b14bc8,Can someone explain this algorithm?,0,0,0,0,0,0
c7c7c3e46f0143a4,When is the next deployment scheduled?,0,0,0,0,0,0
f51f2a9005f64986,Here is the updated README with instructions.,0,0,0,0,0,0
e363aa04c4f64696,Great work on the UI update.,0,0,0,0,0,0
5d23f162b22745cf,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
61908f4d74144d59,Can you review my pull request?,0,0,0,0,0,0
aacd49ee4f884b0a,When is the next deployment scheduled?,0,0,0,0,0,0
8e797c88f2644987,No one wants you on the team.,1,0,0,0,1,0
15df411fb4ed4064,Great work on the UI update.,0,0,0,0,0,0
36491eaae53f431d,Go kill yourself.,1,0,0,1,1,0
2bc7e4725df244fa,You're the worst programmer ever.,1,0,0,0,1,0
d5c2e01741c94c3d,I hate you and your code is trash.,1,0,0,0,1,0
3b2f3c7ed7954ddd,What a pathetic excuse for a developer.,1,0,0,0,1,0
576819289c9046fa,Can you review my pull request?,0,0,0,0,0,0
8dde9fd18be3409f,When is the next deployment scheduled?,0,0,0,0,0,0
f2e7c923c01342cd,Go kill yourself.,1,0,0,1,1,0
7bdb8c1dd0cf4d97,"I like the new design, looks clean.",0,0,0,0,0,0
6fc01a6ed29a47ff,This approach seems promising.,0,0,0,0,0,0
fa811ffd777145fa,You're the worst programmer ever.,1,0,0,0,1,0
9e3bc2a7524949a8,When is the next deployment scheduled?,0,0,0,0,0,0
e74bcce1436041cd,"I found a bug in the code, please check.",0,0,0,0,0,0
0eaa8cb5adf1453e,"I found a bug in the code, please check.",0,0,0,0,0,0
31f27b2362ca4099,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
4b045acbc6294191,When is the next deployment scheduled?,0,0,0,0,0,0
90e9ae5ed0ef47d9,I hate you and your code is trash.,1,0,0,0,0,0
02c4b19182114575,Go kill yourself.,1,0,0,1,1,0
126bba24b0f84f4e,No one wants you on the team.,1,0,0,0,1,0

